Sexe;Epreuve;Points;Perf;Code epreuve
Women;300m;1160;36.29;Women-300m
Women;400m;1160;51.15;Women-400m
Women;500m;1160;1:06.86;Women-500m
Women;110mH / 100mH;1160;-;Women-110mH / 100mH
Women;400mH;1160;55.42;Women-400mH
Women;4x100m;1160;43.42;Women-4x100m
Women;4x200m;1160;1:31.20;Women-4x200m
Women;4x400m;1160;3:27.48;Women-4x400m
Women;600m;1160;1:25.17;Women-600m
Women;800m;1160;2:00.15;Women-800m
Women;1000m;1160;2:35.74;Women-1000m
Women;1500m;1160;4:05.77;Women-1500m
Women;Mile;1160;4:24.45;Women-Mile
Women;2000m;1160;5:35.94;Women-2000m
Women;HJ;1160;1.94;Women-HJ
Women;PV;1160;-;Women-PV
Women;LJ;1160;6.74;Women-LJ
Women;TJ;1160;14.42;Women-TJ
Women;SP;1160;19.24;Women-SP
Women;DT;1160;64.78;Women-DT
Women;HT;1160;74.11;Women-HT
Women;JT;1160;64.40;Women-JT
Women;Decathlon / Heptathlon;1160;6431;Women-Decathlon / Heptathlon
Women;100m;1161;11.18;Women-100m
Women;200m;1161;22.74;Women-200m
Women;300m;1161;36.27;Women-300m
Women;400m;1161;51.13;Women-400m
Women;500m;1161;1:06.83;Women-500m
Women;110mH / 100mH;1161;12.92;Women-110mH / 100mH
Women;400mH;1161;55.39;Women-400mH
Women;4x100m;1161;43.40;Women-4x100m
Women;4x200m;1161;1:31.15;Women-4x200m
Women;4x400m;1161;3:27.36;Women-4x400m
Women;600m;1161;1:25.13;Women-600m
Women;800m;1161;2:00.09;Women-800m
Women;1000m;1161;2:35.66;Women-1000m
Women;1500m;1161;4:05.65;Women-1500m
Women;Mile;1161;4:24.31;Women-Mile
Women;2000m;1161;5:35.76;Women-2000m
Women;HJ;1161;-;Women-HJ
Women;PV;1161;4.65;Women-PV
Women;LJ;1161;-;Women-LJ
Women;TJ;1161;14.43;Women-TJ
Women;SP;1161;19.25;Women-SP
Women;DT;1161;64.84;Women-DT
Women;HT;1161;74.17;Women-HT
Women;JT;1161;64.45;Women-JT
Women;Decathlon / Heptathlon;1161;6436;Women-Decathlon / Heptathlon
Women;100m;1162;-;Women-100m
Women;200m;1162;22.73;Women-200m
Women;300m;1162;36.25;Women-300m
Women;400m;1162;51.10;Women-400m
Women;500m;1162;1:06.79;Women-500m
Women;110mH / 100mH;1162;12.91;Women-110mH / 100mH
Women;400mH;1162;55.35;Women-400mH
Women;4x100m;1162;43.38;Women-4x100m
Women;4x200m;1162;1:31.10;Women-4x200m
Women;4x400m;1162;3:27.25;Women-4x400m
Women;600m;1162;1:25.09;Women-600m
Women;800m;1162;2:00.04;Women-800m
Women;1000m;1162;2:35.58;Women-1000m
Women;1500m;1162;4:05.52;Women-1500m
Women;Mile;1162;4:24.17;Women-Mile
Women;2000m;1162;5:35.58;Women-2000m
Women;HJ;1162;-;Women-HJ
Women;PV;1162;-;Women-PV
Women;LJ;1162;-;Women-LJ
Women;TJ;1162;14.44;Women-TJ
Women;SP;1162;19.27;Women-SP
Women;DT;1162;64.89;Women-DT
Women;HT;1162;74.23;Women-HT
Women;JT;1162;64.51;Women-JT
Women;Decathlon / Heptathlon;1162;6441;Women-Decathlon / Heptathlon
Women;100m;1163;11.17;Women-100m
Women;200m;1163;22.72;Women-200m
Women;300m;1163;36.23;Women-300m
Women;400m;1163;51.07;Women-400m
Women;500m;1163;1:06.76;Women-500m
Women;110mH / 100mH;1163;12.90;Women-110mH / 100mH
Women;400mH;1163;55.32;Women-400mH
Women;4x100m;1163;43.35;Women-4x100m
Women;4x200m;1163;1:31.04;Women-4x200m
Women;4x400m;1163;3:27.13;Women-4x400m
Women;600m;1163;1:25.04;Women-600m
Women;800m;1163;1:59.98;Women-800m
Women;1000m;1163;2:35.51;Women-1000m
Women;1500m;1163;4:05.39;Women-1500m
Women;Mile;1163;4:24.04;Women-Mile
Women;2000m;1163;5:35.40;Women-2000m
Women;HJ;1163;-;Women-HJ
Women;PV;1163;-;Women-PV
Women;LJ;1163;6.75;Women-LJ
Women;TJ;1163;-;Women-TJ
Women;SP;1163;19.29;Women-SP
Women;DT;1163;64.94;Women-DT
Women;HT;1163;74.29;Women-HT
Women;JT;1163;64.56;Women-JT
Women;Decathlon / Heptathlon;1163;6446;Women-Decathlon / Heptathlon
Women;100m;1164;-;Women-100m
Women;200m;1164;22.71;Women-200m
Women;300m;1164;36.22;Women-300m
Women;400m;1164;51.05;Women-400m
Women;500m;1164;1:06.73;Women-500m
Women;110mH / 100mH;1164;-;Women-110mH / 100mH
Women;400mH;1164;55.29;Women-400mH
Women;4x100m;1164;43.33;Women-4x100m
Women;4x200m;1164;1:30.99;Women-4x200m
Women;4x400m;1164;3:27.01;Women-4x400m
Women;600m;1164;1:25.00;Women-600m
Women;800m;1164;1:59.92;Women-800m
Women;1000m;1164;2:35.43;Women-1000m
Women;1500m;1164;4:05.27;Women-1500m
Women;Mile;1164;4:23.90;Women-Mile
Women;2000m;1164;5:35.22;Women-2000m
Women;HJ;1164;-;Women-HJ
Women;PV;1164;4.66;Women-PV
Women;LJ;1164;-;Women-LJ
Women;TJ;1164;14.45;Women-TJ
Women;SP;1164;19.30;Women-SP
Women;DT;1164;65.00;Women-DT
Women;HT;1164;74.35;Women-HT
Women;JT;1164;64.62;Women-JT
Women;Decathlon / Heptathlon;1164;6451;Women-Decathlon / Heptathlon
Women;100m;1165;11.16;Women-100m
Women;200m;1165;22.70;Women-200m
Women;300m;1165;36.20;Women-300m
Women;400m;1165;51.02;Women-400m
Women;500m;1165;1:06.69;Women-500m
Women;110mH / 100mH;1165;12.89;Women-110mH / 100mH
Women;400mH;1165;55.26;Women-400mH
Women;4x100m;1165;43.30;Women-4x100m
Women;4x200m;1165;1:30.94;Women-4x200m
Women;4x400m;1165;3:26.89;Women-4x400m
Women;600m;1165;1:24.96;Women-600m
Women;800m;1165;1:59.87;Women-800m
Women;1000m;1165;2:35.36;Women-1000m
Women;1500m;1165;4:05.14;Women-1500m
Women;Mile;1165;4:23.77;Women-Mile
Women;2000m;1165;5:35.04;Women-2000m
Women;HJ;1165;-;Women-HJ
Women;PV;1165;-;Women-PV
Women;LJ;1165;6.76;Women-LJ
Women;TJ;1165;14.46;Women-TJ
Women;SP;1165;19.32;Women-SP
Women;DT;1165;65.05;Women-DT
Women;HT;1165;74.41;Women-HT
Women;JT;1165;64.67;Women-JT
Women;Decathlon / Heptathlon;1165;6456;Women-Decathlon / Heptathlon
Women;100m;1166;-;Women-100m
Women;200m;1166;22.69;Women-200m
Women;300m;1166;36.18;Women-300m
Women;400m;1166;51.00;Women-400m
Women;500m;1166;1:06.66;Women-500m
Women;110mH / 100mH;1166;12.88;Women-110mH / 100mH
Women;400mH;1166;55.23;Women-400mH
Women;4x100m;1166;43.28;Women-4x100m
Women;4x200m;1166;1:30.89;Women-4x200m
Women;4x400m;1166;3:26.78;Women-4x400m
Women;600m;1166;1:24.92;Women-600m
Women;800m;1166;1:59.81;Women-800m
Women;1000m;1166;2:35.29;Women-1000m
Women;1500m;1166;4:05.01;Women-1500m
Women;Mile;1166;4:23.63;Women-Mile
Women;2000m;1166;5:34.87;Women-2000m
Women;HJ;1166;-;Women-HJ
Women;PV;1166;-;Women-PV
Women;LJ;1166;-;Women-LJ
Women;TJ;1166;14.47;Women-TJ
Women;SP;1166;19.33;Women-SP
Women;DT;1166;65.11;Women-DT
Women;HT;1166;74.48;Women-HT
Women;JT;1166;64.72;Women-JT
Women;Decathlon / Heptathlon;1166;6461;Women-Decathlon / Heptathlon
Women;100m;1167;11.15;Women-100m
Women;200m;1167;22.68;Women-200m
Women;300m;1167;36.16;Women-300m
Women;400m;1167;50.97;Women-400m
Women;500m;1167;1:06.62;Women-500m
Women;110mH / 100mH;1167;12.87;Women-110mH / 100mH
Women;400mH;1167;55.19;Women-400mH
Women;4x100m;1167;43.26;Women-4x100m
Women;4x200m;1167;1:30.84;Women-4x200m
Women;4x400m;1167;3:26.66;Women-4x400m
Women;600m;1167;1:24.88;Women-600m
Women;800m;1167;1:59.76;Women-800m
Women;1000m;1167;2:35.21;Women-1000m
Women;1500m;1167;4:04.89;Women-1500m
Women;Mile;1167;4:23.50;Women-Mile
Women;2000m;1167;5:34.69;Women-2000m
Women;HJ;1167;-;Women-HJ
Women;PV;1167;4.67;Women-PV
Women;LJ;1167;6.77;Women-LJ
Women;TJ;1167;14.48;Women-TJ
Women;SP;1167;19.35;Women-SP
Women;DT;1167;65.16;Women-DT
Women;HT;1167;74.54;Women-HT
Women;JT;1167;64.78;Women-JT
Women;Decathlon / Heptathlon;1167;6466;Women-Decathlon / Heptathlon
Women;100m;1168;-;Women-100m
Women;200m;1168;22.67;Women-200m
Women;300m;1168;36.15;Women-300m
Women;400m;1168;50.95;Women-400m
Women;500m;1168;1:06.59;Women-500m
Women;110mH / 100mH;1168;-;Women-110mH / 100mH
Women;400mH;1168;55.16;Women-400mH
Women;4x100m;1168;43.23;Women-4x100m
Women;4x200m;1168;1:30.79;Women-4x200m
Women;4x400m;1168;3:26.54;Women-4x400m
Women;600m;1168;1:24.84;Women-600m
Women;800m;1168;1:59.70;Women-800m
Women;1000m;1168;2:35.14;Women-1000m
Women;1500m;1168;4:04.76;Women-1500m
Women;Mile;1168;4:23.36;Women-Mile
Women;2000m;1168;5:34.51;Women-2000m
Women;HJ;1168;-;Women-HJ
Women;PV;1168;-;Women-PV
Women;LJ;1168;-;Women-LJ
Women;TJ;1168;14.49;Women-TJ
Women;SP;1168;19.37;Women-SP
Women;DT;1168;65.22;Women-DT
Women;HT;1168;74.60;Women-HT
Women;JT;1168;64.83;Women-JT
Women;Decathlon / Heptathlon;1168;6471;Women-Decathlon / Heptathlon
Women;100m;1169;11.14;Women-100m
Women;200m;1169;22.66;Women-200m
Women;300m;1169;36.13;Women-300m
Women;400m;1169;50.92;Women-400m
Women;500m;1169;1:06.56;Women-500m
Women;110mH / 100mH;1169;12.86;Women-110mH / 100mH
Women;400mH;1169;55.13;Women-400mH
Women;4x100m;1169;43.21;Women-4x100m
Women;4x200m;1169;1:30.73;Women-4x200m
Women;4x400m;1169;3:26.43;Women-4x400m
Women;600m;1169;1:24.80;Women-600m
Women;800m;1169;1:59.64;Women-800m
Women;1000m;1169;2:35.06;Women-1000m
Women;1500m;1169;4:04.63;Women-1500m
Women;Mile;1169;4:23.22;Women-Mile
Women;2000m;1169;5:34.33;Women-2000m
Women;HJ;1169;-;Women-HJ
Women;PV;1169;-;Women-PV
Women;LJ;1169;6.78;Women-LJ
Women;TJ;1169;14.50;Women-TJ
Women;SP;1169;19.38;Women-SP
Women;DT;1169;65.27;Women-DT
Women;HT;1169;74.66;Women-HT
Women;JT;1169;64.89;Women-JT
Women;Decathlon / Heptathlon;1169;6476;Women-Decathlon / Heptathlon
Women;100m;1170;-;Women-100m
Women;200m;1170;22.65;Women-200m
Women;300m;1170;36.11;Women-300m
Women;400m;1170;50.90;Women-400m
Women;500m;1170;1:06.52;Women-500m
Women;110mH / 100mH;1170;12.85;Women-110mH / 100mH
Women;400mH;1170;55.10;Women-400mH
Women;4x100m;1170;43.19;Women-4x100m
Women;4x200m;1170;1:30.68;Women-4x200m
Women;4x400m;1170;3:26.31;Women-4x400m
Women;600m;1170;1:24.76;Women-600m
Women;800m;1170;1:59.59;Women-800m
Women;1000m;1170;2:34.99;Women-1000m
Women;1500m;1170;4:04.51;Women-1500m
Women;Mile;1170;4:23.09;Women-Mile
Women;2000m;1170;5:34.15;Women-2000m
Women;HJ;1170;1.95;Women-HJ
Women;PV;1170;4.68;Women-PV
Women;LJ;1170;-;Women-LJ
Women;TJ;1170;14.51;Women-TJ
Women;SP;1170;19.40;Women-SP
Women;DT;1170;65.32;Women-DT
Women;HT;1170;74.72;Women-HT
Women;JT;1170;64.94;Women-JT
Women;Decathlon / Heptathlon;1170;6481;Women-Decathlon / Heptathlon
Women;100m;1171;-;Women-100m
Women;200m;1171;22.64;Women-200m
Women;300m;1171;36.09;Women-300m
Women;400m;1171;50.87;Women-400m
Women;500m;1171;1:06.49;Women-500m
Women;110mH / 100mH;1171;12.84;Women-110mH / 100mH
Women;400mH;1171;55.07;Women-400mH
Women;4x100m;1171;43.16;Women-4x100m
Women;4x200m;1171;1:30.63;Women-4x200m
Women;4x400m;1171;3:26.19;Women-4x400m
Women;600m;1171;1:24.72;Women-600m
Women;800m;1171;1:59.53;Women-800m
Women;1000m;1171;2:34.91;Women-1000m
Women;1500m;1171;4:04.38;Women-1500m
Women;Mile;1171;4:22.95;Women-Mile
Women;2000m;1171;5:33.98;Women-2000m
Women;HJ;1171;-;Women-HJ
Women;PV;1171;-;Women-PV
Women;LJ;1171;6.79;Women-LJ
Women;TJ;1171;14.52;Women-TJ
Women;SP;1171;19.41;Women-SP
Women;DT;1171;65.38;Women-DT
Women;HT;1171;74.78;Women-HT
Women;JT;1171;64.99;Women-JT
Women;Decathlon / Heptathlon;1171;6486;Women-Decathlon / Heptathlon
Women;100m;1172;11.13;Women-100m
Women;200m;1172;22.63;Women-200m
Women;300m;1172;36.08;Women-300m
Women;400m;1172;50.85;Women-400m
Women;500m;1172;1:06.45;Women-500m
Women;110mH / 100mH;1172;-;Women-110mH / 100mH
Women;400mH;1172;55.03;Women-400mH
Women;4x100m;1172;43.14;Women-4x100m
Women;4x200m;1172;1:30.58;Women-4x200m
Women;4x400m;1172;3:26.08;Women-4x400m
Women;600m;1172;1:24.68;Women-600m
Women;800m;1172;1:59.48;Women-800m
Women;1000m;1172;2:34.84;Women-1000m
Women;1500m;1172;4:04.25;Women-1500m
Women;Mile;1172;4:22.82;Women-Mile
Women;2000m;1172;5:33.80;Women-2000m
Women;HJ;1172;-;Women-HJ
Women;PV;1172;-;Women-PV
Women;LJ;1172;-;Women-LJ
Women;TJ;1172;14.53;Women-TJ
Women;SP;1172;19.43;Women-SP
Women;DT;1172;65.43;Women-DT
Women;HT;1172;74.85;Women-HT
Women;JT;1172;65.05;Women-JT
Women;Decathlon / Heptathlon;1172;6491;Women-Decathlon / Heptathlon
Women;100m;1173;-;Women-100m
Women;200m;1173;22.62;Women-200m
Women;300m;1173;36.06;Women-300m
Women;400m;1173;50.82;Women-400m
Women;500m;1173;1:06.42;Women-500m
Women;110mH / 100mH;1173;12.83;Women-110mH / 100mH
Women;400mH;1173;55.00;Women-400mH
Women;4x100m;1173;43.12;Women-4x100m
Women;4x200m;1173;1:30.53;Women-4x200m
Women;4x400m;1173;3:25.96;Women-4x400m
Women;600m;1173;1:24.64;Women-600m
Women;800m;1173;1:59.42;Women-800m
Women;1000m;1173;2:34.76;Women-1000m
Women;1500m;1173;4:04.13;Women-1500m
Women;Mile;1173;4:22.68;Women-Mile
Women;2000m;1173;5:33.62;Women-2000m
Women;HJ;1173;-;Women-HJ
Women;PV;1173;4.69;Women-PV
Women;LJ;1173;-;Women-LJ
Women;TJ;1173;14.54;Women-TJ
Women;SP;1173;19.45;Women-SP
Women;DT;1173;65.49;Women-DT
Women;HT;1173;74.91;Women-HT
Women;JT;1173;65.10;Women-JT
Women;Decathlon / Heptathlon;1173;6496;Women-Decathlon / Heptathlon
Women;100m;1174;11.12;Women-100m
Women;200m;1174;22.61;Women-200m
Women;300m;1174;36.04;Women-300m
Women;400m;1174;50.80;Women-400m
Women;500m;1174;1:06.39;Women-500m
Women;110mH / 100mH;1174;12.82;Women-110mH / 100mH
Women;400mH;1174;54.97;Women-400mH
Women;4x100m;1174;43.09;Women-4x100m
Women;4x200m;1174;1:30.47;Women-4x200m
Women;4x400m;1174;3:25.84;Women-4x400m
Women;600m;1174;1:24.60;Women-600m
Women;800m;1174;1:59.37;Women-800m
Women;1000m;1174;2:34.69;Women-1000m
Women;1500m;1174;4:04.00;Women-1500m
Women;Mile;1174;4:22.55;Women-Mile
Women;2000m;1174;5:33.44;Women-2000m
Women;HJ;1174;-;Women-HJ
Women;PV;1174;-;Women-PV
Women;LJ;1174;6.80;Women-LJ
Women;TJ;1174;14.55;Women-TJ
Women;SP;1174;19.46;Women-SP
Women;DT;1174;65.54;Women-DT
Women;HT;1174;74.97;Women-HT
Women;JT;1174;65.15;Women-JT
Women;Decathlon / Heptathlon;1174;6501;Women-Decathlon / Heptathlon
Women;100m;1175;-;Women-100m
Women;200m;1175;22.60;Women-200m
Women;300m;1175;36.02;Women-300m
Women;400m;1175;50.77;Women-400m
Women;500m;1175;1:06.35;Women-500m
Women;110mH / 100mH;1175;-;Women-110mH / 100mH
Women;400mH;1175;54.94;Women-400mH
Women;4x100m;1175;43.07;Women-4x100m
Women;4x200m;1175;1:30.42;Women-4x200m
Women;4x400m;1175;3:25.72;Women-4x400m
Women;600m;1175;1:24.56;Women-600m
Women;800m;1175;1:59.31;Women-800m
Women;1000m;1175;2:34.61;Women-1000m
Women;1500m;1175;4:03.88;Women-1500m
Women;Mile;1175;4:22.41;Women-Mile
Women;2000m;1175;5:33.27;Women-2000m
Women;HJ;1175;-;Women-HJ
Women;PV;1175;-;Women-PV
Women;LJ;1175;-;Women-LJ
Women;TJ;1175;14.56;Women-TJ
Women;SP;1175;19.48;Women-SP
Women;DT;1175;65.59;Women-DT
Women;HT;1175;75.03;Women-HT
Women;JT;1175;65.21;Women-JT
Women;Decathlon / Heptathlon;1175;6507;Women-Decathlon / Heptathlon
Women;100m;1176;11.11;Women-100m
Women;200m;1176;22.59;Women-200m
Women;300m;1176;36.01;Women-300m
Women;400m;1176;50.75;Women-400m
Women;500m;1176;1:06.32;Women-500m
Women;110mH / 100mH;1176;12.81;Women-110mH / 100mH
Women;400mH;1176;54.91;Women-400mH
Women;4x100m;1176;43.05;Women-4x100m
Women;4x200m;1176;1:30.37;Women-4x200m
Women;4x400m;1176;3:25.61;Women-4x400m
Women;600m;1176;1:24.52;Women-600m
Women;800m;1176;1:59.25;Women-800m
Women;1000m;1176;2:34.54;Women-1000m
Women;1500m;1176;4:03.75;Women-1500m
Women;Mile;1176;4:22.28;Women-Mile
Women;2000m;1176;5:33.09;Women-2000m
Women;HJ;1176;-;Women-HJ
Women;PV;1176;-;Women-PV
Women;LJ;1176;6.81;Women-LJ
Women;TJ;1176;14.57;Women-TJ
Women;SP;1176;19.49;Women-SP
Women;DT;1176;65.65;Women-DT
Women;HT;1176;75.09;Women-HT
Women;JT;1176;65.26;Women-JT
Women;Decathlon / Heptathlon;1176;6512;Women-Decathlon / Heptathlon
Women;100m;1177;-;Women-100m
Women;200m;1177;22.58;Women-200m
Women;300m;1177;35.99;Women-300m
Women;400m;1177;50.72;Women-400m
Women;500m;1177;1:06.29;Women-500m
Women;110mH / 100mH;1177;12.80;Women-110mH / 100mH
Women;400mH;1177;54.87;Women-400mH
Women;4x100m;1177;43.02;Women-4x100m
Women;4x200m;1177;1:30.32;Women-4x200m
Women;4x400m;1177;3:25.49;Women-4x400m
Women;600m;1177;1:24.48;Women-600m
Women;800m;1177;1:59.20;Women-800m
Women;1000m;1177;2:34.46;Women-1000m
Women;1500m;1177;4:03.62;Women-1500m
Women;Mile;1177;4:22.14;Women-Mile
Women;2000m;1177;5:32.91;Women-2000m
Women;HJ;1177;-;Women-HJ
Women;PV;1177;4.70;Women-PV
Women;LJ;1177;-;Women-LJ
Women;TJ;1177;14.58;Women-TJ
Women;SP;1177;19.51;Women-SP
Women;DT;1177;65.70;Women-DT
Women;HT;1177;75.16;Women-HT
Women;JT;1177;65.32;Women-JT
Women;Decathlon / Heptathlon;1177;6517;Women-Decathlon / Heptathlon
Women;100m;1178;11.10;Women-100m
Women;200m;1178;22.57;Women-200m
Women;300m;1178;35.97;Women-300m
Women;400m;1178;50.70;Women-400m
Women;500m;1178;1:06.25;Women-500m
Women;110mH / 100mH;1178;12.79;Women-110mH / 100mH
Women;400mH;1178;54.84;Women-400mH
Women;4x100m;1178;43.00;Women-4x100m
Women;4x200m;1178;1:30.27;Women-4x200m
Women;4x400m;1178;3:25.38;Women-4x400m
Women;600m;1178;1:24.43;Women-600m
Women;800m;1178;1:59.14;Women-800m
Women;1000m;1178;2:34.39;Women-1000m
Women;1500m;1178;4:03.50;Women-1500m
Women;Mile;1178;4:22.01;Women-Mile
Women;2000m;1178;5:32.74;Women-2000m
Women;HJ;1178;-;Women-HJ
Women;PV;1178;-;Women-PV
Women;LJ;1178;6.82;Women-LJ
Women;TJ;1178;14.59;Women-TJ
Women;SP;1178;19.53;Women-SP
Women;DT;1178;65.76;Women-DT
Women;HT;1178;75.22;Women-HT
Women;JT;1178;65.37;Women-JT
Women;Decathlon / Heptathlon;1178;6522;Women-Decathlon / Heptathlon
Women;100m;1179;-;Women-100m
Women;200m;1179;22.56;Women-200m
Women;300m;1179;35.95;Women-300m
Women;400m;1179;50.67;Women-400m
Women;500m;1179;1:06.22;Women-500m
Women;110mH / 100mH;1179;-;Women-110mH / 100mH
Women;400mH;1179;54.81;Women-400mH
Women;4x100m;1179;42.98;Women-4x100m
Women;4x200m;1179;1:30.22;Women-4x200m
Women;4x400m;1179;3:25.26;Women-4x400m
Women;600m;1179;1:24.39;Women-600m
Women;800m;1179;1:59.09;Women-800m
Women;1000m;1179;2:34.31;Women-1000m
Women;1500m;1179;4:03.37;Women-1500m
Women;Mile;1179;4:21.87;Women-Mile
Women;2000m;1179;5:32.56;Women-2000m
Women;HJ;1179;-;Women-HJ
Women;PV;1179;-;Women-PV
Women;LJ;1179;-;Women-LJ
Women;TJ;1179;14.60;Women-TJ
Women;SP;1179;19.54;Women-SP
Women;DT;1179;65.81;Women-DT
Women;HT;1179;75.28;Women-HT
Women;JT;1179;65.42;Women-JT
Women;Decathlon / Heptathlon;1179;6527;Women-Decathlon / Heptathlon
Women;100m;1180;11.09;Women-100m
Women;200m;1180;22.55;Women-200m
Women;300m;1180;35.94;Women-300m
Women;400m;1180;50.65;Women-400m
Women;500m;1180;1:06.19;Women-500m
Women;110mH / 100mH;1180;12.78;Women-110mH / 100mH
Women;400mH;1180;54.78;Women-400mH
Women;4x100m;1180;42.95;Women-4x100m
Women;4x200m;1180;1:30.16;Women-4x200m
Women;4x400m;1180;3:25.14;Women-4x400m
Women;600m;1180;1:24.35;Women-600m
Women;800m;1180;1:59.03;Women-800m
Women;1000m;1180;2:34.24;Women-1000m
Women;1500m;1180;4:03.25;Women-1500m
Women;Mile;1180;4:21.74;Women-Mile
Women;2000m;1180;5:32.38;Women-2000m
Women;HJ;1180;1.96;Women-HJ
Women;PV;1180;4.71;Women-PV
Women;LJ;1180;6.83;Women-LJ
Women;TJ;1180;14.61;Women-TJ
Women;SP;1180;19.56;Women-SP
Women;DT;1180;65.87;Women-DT
Women;HT;1180;75.34;Women-HT
Women;JT;1180;65.48;Women-JT
Women;Decathlon / Heptathlon;1180;6532;Women-Decathlon / Heptathlon
Women;100m;1181;-;Women-100m
Women;200m;1181;22.54;Women-200m
Women;300m;1181;35.92;Women-300m
Women;400m;1181;50.62;Women-400m
Women;500m;1181;1:06.15;Women-500m
Women;110mH / 100mH;1181;12.77;Women-110mH / 100mH
Women;400mH;1181;54.75;Women-400mH
Women;4x100m;1181;42.93;Women-4x100m
Women;4x200m;1181;1:30.11;Women-4x200m
Women;4x400m;1181;3:25.03;Women-4x400m
Women;600m;1181;1:24.31;Women-600m
Women;800m;1181;1:58.98;Women-800m
Women;1000m;1181;2:34.16;Women-1000m
Women;1500m;1181;4:03.12;Women-1500m
Women;Mile;1181;4:21.60;Women-Mile
Women;2000m;1181;5:32.20;Women-2000m
Women;HJ;1181;-;Women-HJ
Women;PV;1181;-;Women-PV
Women;LJ;1181;-;Women-LJ
Women;TJ;1181;14.62;Women-TJ
Women;SP;1181;19.57;Women-SP
Women;DT;1181;65.92;Women-DT
Women;HT;1181;75.40;Women-HT
Women;JT;1181;65.53;Women-JT
Women;Decathlon / Heptathlon;1181;6537;Women-Decathlon / Heptathlon
Women;100m;1182;11.08;Women-100m
Women;200m;1182;22.53;Women-200m
Women;300m;1182;35.90;Women-300m
Women;400m;1182;50.60;Women-400m
Women;500m;1182;1:06.12;Women-500m
Women;110mH / 100mH;1182;12.76;Women-110mH / 100mH
Women;400mH;1182;54.71;Women-400mH
Women;4x100m;1182;42.91;Women-4x100m
Women;4x200m;1182;1:30.06;Women-4x200m
Women;4x400m;1182;3:24.91;Women-4x400m
Women;600m;1182;1:24.27;Women-600m
Women;800m;1182;1:58.92;Women-800m
Women;1000m;1182;2:34.09;Women-1000m
Women;1500m;1182;4:03.00;Women-1500m
Women;Mile;1182;4:21.47;Women-Mile
Women;2000m;1182;5:32.03;Women-2000m
Women;HJ;1182;-;Women-HJ
Women;PV;1182;-;Women-PV
Women;LJ;1182;-;Women-LJ
Women;TJ;1182;14.63;Women-TJ
Women;SP;1182;19.59;Women-SP
Women;DT;1182;65.97;Women-DT
Women;HT;1182;75.46;Women-HT
Women;JT;1182;65.59;Women-JT
Women;Decathlon / Heptathlon;1182;6542;Women-Decathlon / Heptathlon
Women;100m;1183;-;Women-100m
Women;200m;1183;22.52;Women-200m
Women;300m;1183;35.89;Women-300m
Women;400m;1183;50.57;Women-400m
Women;500m;1183;1:06.08;Women-500m
Women;110mH / 100mH;1183;-;Women-110mH / 100mH
Women;400mH;1183;54.68;Women-400mH
Women;4x100m;1183;42.88;Women-4x100m
Women;4x200m;1183;1:30.01;Women-4x200m
Women;4x400m;1183;3:24.79;Women-4x400m
Women;600m;1183;1:24.23;Women-600m
Women;800m;1183;1:58.87;Women-800m
Women;1000m;1183;2:34.02;Women-1000m
Women;1500m;1183;4:02.87;Women-1500m
Women;Mile;1183;4:21.33;Women-Mile
Women;2000m;1183;5:31.85;Women-2000m
Women;HJ;1183;-;Women-HJ
Women;PV;1183;4.72;Women-PV
Women;LJ;1183;6.84;Women-LJ
Women;TJ;1183;14.64;Women-TJ
Women;SP;1183;19.61;Women-SP
Women;DT;1183;66.03;Women-DT
Women;HT;1183;75.53;Women-HT
Women;JT;1183;65.64;Women-JT
Women;Decathlon / Heptathlon;1183;6547;Women-Decathlon / Heptathlon
Women;100m;1184;-;Women-100m
Women;200m;1184;22.51;Women-200m
Women;300m;1184;35.87;Women-300m
Women;400m;1184;50.54;Women-400m
Women;500m;1184;1:06.05;Women-500m
Women;110mH / 100mH;1184;12.75;Women-110mH / 100mH
Women;400mH;1184;54.65;Women-400mH
Women;4x100m;1184;42.86;Women-4x100m
Women;4x200m;1184;1:29.96;Women-4x200m
Women;4x400m;1184;3:24.68;Women-4x400m
Women;600m;1184;1:24.19;Women-600m
Women;800m;1184;1:58.81;Women-800m
Women;1000m;1184;2:33.94;Women-1000m
Women;1500m;1184;4:02.74;Women-1500m
Women;Mile;1184;4:21.20;Women-Mile
Women;2000m;1184;5:31.67;Women-2000m
Women;HJ;1184;-;Women-HJ
Women;PV;1184;-;Women-PV
Women;LJ;1184;-;Women-LJ
Women;TJ;1184;14.65;Women-TJ
Women;SP;1184;19.62;Women-SP
Women;DT;1184;66.08;Women-DT
Women;HT;1184;75.59;Women-HT
Women;JT;1184;65.69;Women-JT
Women;Decathlon / Heptathlon;1184;6552;Women-Decathlon / Heptathlon
Women;100m;1185;11.07;Women-100m
Women;200m;1185;-;Women-200m
Women;300m;1185;35.85;Women-300m
Women;400m;1185;50.52;Women-400m
Women;500m;1185;1:06.02;Women-500m
Women;110mH / 100mH;1185;12.74;Women-110mH / 100mH
Women;400mH;1185;54.62;Women-400mH
Women;4x100m;1185;42.84;Women-4x100m
Women;4x200m;1185;1:29.91;Women-4x200m
Women;4x400m;1185;3:24.56;Women-4x400m
Women;600m;1185;1:24.15;Women-600m
Women;800m;1185;1:58.76;Women-800m
Women;1000m;1185;2:33.87;Women-1000m
Women;1500m;1185;4:02.62;Women-1500m
Women;Mile;1185;4:21.06;Women-Mile
Women;2000m;1185;5:31.50;Women-2000m
